tick,date,variant,clusters,sample_count
440,2024-02-12,JN.1,1,2
440,2024-02-12,JN.1,1,1
440,2024-02-12,XBB.1.16,1,1
440,2024-02-12,XBB.2.3,1,1
441,2024-02-13,JN.1,1,1
441,2024-02-13,JN.1,1,1
442,2024-02-14,BA.2.86,1,1
443,2024-02-15,JN.1,1,2
443,2024-02-15,JN.1,1,1
443,2024-02-15,JN.1,1,1
443,2024-02-15,JN.1,1,1
444,2024-02-16,JN.1,1,2
444,2024-02-16,JN.1,1,1
444,2024-02-16,JN.1,1,1
444,2024-02-16,JN.1,1,1
446,2024-02-18,JN.1,1,3
447,2024-02-19,JN.1,1,4
447,2024-02-19,JN.1,1,2
447,2024-02-19,JN.1,1,2
447,2024-02-19,JN.1,1,1
447,2024-02-19,JN.1,1,1
447,2024-02-19,JN.1,1,1
447,2024-02-19,JN.1,1,1
447,2024-02-19,JN.1,1,1
448,2024-02-20,JN.1,1,1
448,2024-02-20,JN.1,1,1
449,2024-02-21,JN.1,1,1
450,2024-02-22,JN.1,1,2
450,2024-02-22,JN.1,1,1
450,2024-02-22,JN.1,1,1
450,2024-02-22,JN.1,1,1
451,2024-02-23,JN.1,1,2
451,2024-02-23,JN.1,1,2
451,2024-02-23,JN.1,1,1
451,2024-02-23,JN.1,1,1
451,2024-02-23,JN.1,1,1
451,2024-02-23,JN.1,1,1
451,2024-02-23,JN.1,1,1
452,2024-02-24,JN.1,1,1
452,2024-02-24,JN.1,1,1
453,2024-02-25,JN.1,1,4
453,2024-02-25,JN.1,1,1
455,2024-02-27,JN.1,1,1
455,2024-02-27,JN.1,1,1
456,2024-02-28,JN.1,1,47
456,2024-02-28,JN.1,1,1
456,2024-02-28,JN.1,1,1
456,2024-02-28,JN.1,1,1
456,2024-02-28,JN.1,1,1
458,2024-03-01,JN.1,1,2
458,2024-03-01,JN.1,1,2
458,2024-03-01,JN.1,1,2
460,2024-03-03,JN.1,1,2
460,2024-03-03,JN.1,1,1
461,2024-03-04,JN.1,1,1
462,2024-03-05,JN.1,1,1
462,2024-03-05,JN.1,1,1
462,2024-03-05,JN.1,1,1
462,2024-03-05,JN.1,1,1
463,2024-03-06,JN.1,1,2
464,2024-03-07,JN.1,1,2
465,2024-03-08,JN.1,1,2
466,2024-03-09,JN.1,1,7
466,2024-03-09,JN.1,1,1
467,2024-03-10,JN.1,1,2
467,2024-03-10,JN.1,1,1
469,2024-03-12,JN.1,1,2
469,2024-03-12,JN.1,1,1
470,2024-03-13,JN.1,1,1
470,2024-03-13,JN.1,1,1
470,2024-03-13,JN.1,1,1
470,2024-03-13,JN.1,1,1
473,2024-03-16,JN.1,1,1
473,2024-03-16,JN.1,1,1
477,2024-03-20,JN.1,1,1
478,2024-03-21,JN.1,1,11
478,2024-03-21,JN.1,1,1
479,2024-03-22,JN.1,1,1
479,2024-03-22,JN.1,1,1
480,2024-03-23,JN.1,1,1
481,2024-03-24,JN.1,1,2
481,2024-03-24,JN.1,1,1
482,2024-03-25,JN.1,1,1
483,2024-03-26,JN.1,1,2
484,2024-03-27,JN.1,1,1
486,2024-03-29,JN.1,1,1
488,2024-03-31,JN.1,1,1
489,2024-04-01,JN.1,1,8
490,2024-04-02,JN.1,1,1
490,2024-04-02,JN.1,1,1
491,2024-04-03,JN.1,1,1
492,2024-04-04,JN.1,1,2
493,2024-04-05,JN.1,1,1
493,2024-04-05,JN.1,1,1
495,2024-04-07,JN.1,1,1
496,2024-04-08,JN.1,1,1
497,2024-04-09,JN.1,1,1
498,2024-04-10,JN.1,1,3
498,2024-04-10,JN.1,1,1
498,2024-04-10,JN.1,1,1
499,2024-04-11,JN.1,1,2
499,2024-04-11,JN.1,1,2
499,2024-04-11,JN.1,1,2
502,2024-04-14,JN.1,1,1
503,2024-04-15,JN.1,1,1
504,2024-04-16,JN.1,1,3
504,2024-04-16,JN.1,1,2
504,2024-04-16,JN.1,1,1
504,2024-04-16,JN.1,1,1
505,2024-04-17,JN.1,1,2
505,2024-04-17,JN.1,1,1
506,2024-04-18,JN.1,1,2
507,2024-04-19,JN.1,1,2
509,2024-04-21,JN.1,1,1
509,2024-04-21,JN.1,1,1
510,2024-04-22,JN.1,1,3
511,2024-04-23,JN.1,1,2
511,2024-04-23,JN.1,1,1
511,2024-04-23,JN.1,1,1
511,2024-04-23,JN.1,1,1
511,2024-04-23,JN.1,1,1
512,2024-04-24,JN.1,1,3
512,2024-04-24,JN.1,1,2
513,2024-04-25,JN.1,1,2
514,2024-04-26,JN.1,1,1
514,2024-04-26,JN.1,1,1
515,2024-04-27,JN.1,1,4
515,2024-04-27,JN.1,1,2
515,2024-04-27,JN.1,1,1
515,2024-04-27,JN.1,1,1
515,2024-04-27,JN.1,1,1
516,2024-04-28,JN.1,1,1
518,2024-04-30,JN.1,1,3
518,2024-04-30,JN.1,1,2
519,2024-05-01,JN.1,1,3
519,2024-05-01,JN.1,1,2
519,2024-05-01,JN.1,1,1
520,2024-05-02,JN.1,1,2
520,2024-05-02,JN.1,1,2
521,2024-05-03,JN.1,1,2
524,2024-05-06,JN.1,1,3
524,2024-05-06,JN.1,1,2
525,2024-05-07,JN.1,1,2
525,2024-05-07,JN.1,1,2
525,2024-05-07,JN.1,1,2
526,2024-05-08,JN.1,1,1
527,2024-05-09,JN.1,1,2
527,2024-05-09,JN.1,1,1
528,2024-05-10,JN.1,1,3
528,2024-05-10,JN.1,1,2
528,2024-05-10,JN.1,1,2
528,2024-05-10,JN.1,1,1
530,2024-05-12,JN.1,1,2
531,2024-05-13,JN.1,1,3
531,2024-05-13,JN.1,1,2
531,2024-05-13,JN.1,1,1
531,2024-05-13,JN.1,1,1
532,2024-05-14,JN.1,1,2
532,2024-05-14,JN.1,1,2
532,2024-05-14,JN.1,1,1
533,2024-05-15,JN.1,1,3
533,2024-05-15,JN.1,1,2
533,2024-05-15,JN.1,1,2
533,2024-05-15,JN.1,1,1
533,2024-05-15,JN.1,1,1
533,2024-05-15,JN.1,1,1
534,2024-05-16,JN.1,1,1
535,2024-05-17,JN.1,1,7
535,2024-05-17,JN.1,1,6
536,2024-05-18,JN.1,1,387
536,2024-05-18,JN.1,1,3
537,2024-05-19,JN.1,1,1
537,2024-05-19,JN.1,1,1
537,2024-05-19,JN.1,1,1
537,2024-05-19,JN.1,1,1
537,2024-05-19,JN.1,1,1
538,2024-05-20,JN.1,1,3
538,2024-05-20,JN.1,1,2
539,2024-05-21,JN.1,1,1
539,2024-05-21,JN.1,1,1
540,2024-05-22,JN.1,1,2
540,2024-05-22,JN.1,1,2
540,2024-05-22,JN.1,1,1
541,2024-05-23,JN.1,1,2
541,2024-05-23,JN.1,1,1
541,2024-05-23,JN.1,1,1
541,2024-05-23,JN.1,1,1
542,2024-05-24,JN.1,1,71
542,2024-05-24,JN.1,1,6
542,2024-05-24,JN.1,1,1
543,2024-05-25,JN.1,1,4
543,2024-05-25,JN.1,1,2
543,2024-05-25,JN.1,1,1
543,2024-05-25,JN.1,1,1
543,2024-05-25,JN.1,1,1
544,2024-05-26,JN.1,1,1
545,2024-05-27,JN.1,1,2
545,2024-05-27,JN.1,1,2
545,2024-05-27,JN.1,1,1
545,2024-05-27,JN.1,1,1
546,2024-05-28,JN.1,1,7
547,2024-05-29,JN.1,1,7
547,2024-05-29,JN.1,1,3
547,2024-05-29,JN.1,1,2
547,2024-05-29,JN.1,1,1
548,2024-05-30,JN.1,1,19
548,2024-05-30,JN.1,1,2
548,2024-05-30,JN.1,1,1
548,2024-05-30,JN.1,1,1
548,2024-05-30,JN.1,1,1
549,2024-05-31,JN.1,1,2
549,2024-05-31,JN.1,1,2
549,2024-05-31,JN.1,1,2
549,2024-05-31,JN.1,1,1
550,2024-06-01,JN.1,1,4
550,2024-06-01,JN.1,1,3
550,2024-06-01,JN.1,1,1
551,2024-06-02,JN.1,1,2
551,2024-06-02,JN.1,1,2
552,2024-06-03,JN.1,1,4
552,2024-06-03,JN.1,1,3
552,2024-06-03,JN.1,1,2
552,2024-06-03,JN.1,1,1
552,2024-06-03,JN.1,1,1
552,2024-06-03,JN.1,1,1
552,2024-06-03,JN.1,1,1
553,2024-06-04,JN.1,1,2
553,2024-06-04,JN.1,1,2
553,2024-06-04,JN.1,1,2
553,2024-06-04,JN.1,1,2
553,2024-06-04,JN.1,1,2
553,2024-06-04,JN.1,1,2
553,2024-06-04,JN.1,1,1
553,2024-06-04,JN.1,1,1
554,2024-06-05,JN.1,1,4
554,2024-06-05,JN.1,1,2
554,2024-06-05,JN.1,1,2
554,2024-06-05,JN.1,1,2
554,2024-06-05,JN.1,1,2
554,2024-06-05,JN.1,1,2
554,2024-06-05,JN.1,1,1
555,2024-06-06,JN.1,1,9
555,2024-06-06,JN.1,1,2
555,2024-06-06,JN.1,1,2
555,2024-06-06,JN.1,1,2
555,2024-06-06,JN.1,1,1
556,2024-06-07,JN.1,1,4
556,2024-06-07,JN.1,1,3
556,2024-06-07,JN.1,1,2
556,2024-06-07,JN.1,1,1
556,2024-06-07,JN.1,1,1
556,2024-06-07,JN.1,1,1
557,2024-06-08,JN.1,1,1
558,2024-06-09,JN.1,1,2
558,2024-06-09,JN.1,1,1
558,2024-06-09,JN.1,1,1
558,2024-06-09,JN.1,1,1
559,2024-06-10,JN.1,1,2
559,2024-06-10,JN.1,1,1
559,2024-06-10,JN.1,1,1
559,2024-06-10,JN.1,1,1
559,2024-06-10,JN.1,1,1
559,2024-06-10,JN.1,1,1
559,2024-06-10,JN.1,1,1
560,2024-06-11,JN.1,1,2
560,2024-06-11,JN.1,1,1
560,2024-06-11,JN.1,1,1
561,2024-06-12,JN.1,1,12
561,2024-06-12,JN.1,1,3
561,2024-06-12,JN.1,1,2
561,2024-06-12,JN.1,1,2
561,2024-06-12,JN.1,1,2
561,2024-06-12,JN.1,1,2
561,2024-06-12,JN.1,1,2
561,2024-06-12,JN.1,1,1
561,2024-06-12,JN.1,1,1
561,2024-06-12,JN.1,1,1
561,2024-06-12,JN.1,1,1
562,2024-06-13,JN.1,1,2
562,2024-06-13,JN.1,1,2
562,2024-06-13,JN.1,1,2
562,2024-06-13,JN.1,1,1
562,2024-06-13,JN.1,1,1
563,2024-06-14,JN.1,1,1
563,2024-06-14,JN.1,1,1
563,2024-06-14,JN.1,1,1
563,2024-06-14,JN.1,1,1
564,2024-06-15,JN.1,1,1
564,2024-06-15,JN.1,1,1
565,2024-06-16,JN.1,1,1
566,2024-06-17,JN.1,1,6
566,2024-06-17,JN.1,1,4
566,2024-06-17,JN.1,1,2
566,2024-06-17,JN.1,1,2
566,2024-06-17,JN.1,1,1
566,2024-06-17,JN.1,1,1
566,2024-06-17,JN.1,1,1
566,2024-06-17,JN.1,1,1
567,2024-06-18,JN.1,1,1
567,2024-06-18,JN.1,1,1
568,2024-06-19,JN.1,1,2
568,2024-06-19,JN.1,1,1
568,2024-06-19,JN.1,1,1
568,2024-06-19,JN.1,1,1
568,2024-06-19,JN.1,1,1
568,2024-06-19,JN.1,1,1
568,2024-06-19,JN.1,1,1
568,2024-06-19,JN.1,1,1
569,2024-06-20,JN.1,1,2
569,2024-06-20,JN.1,1,2
569,2024-06-20,JN.1,1,2
569,2024-06-20,JN.1,1,1
569,2024-06-20,JN.1,1,1
569,2024-06-20,JN.1,1,1
569,2024-06-20,JN.1,1,1
569,2024-06-20,JN.1,1,1
569,2024-06-20,JN.1,1,1
570,2024-06-21,JN.1,1,4
570,2024-06-21,JN.1,1,4
570,2024-06-21,JN.1,1,2
570,2024-06-21,JN.1,1,2
570,2024-06-21,JN.1,1,2
570,2024-06-21,JN.1,1,2
570,2024-06-21,JN.1,1,1
570,2024-06-21,JN.1,1,1
570,2024-06-21,JN.1,1,1
570,2024-06-21,JN.1,1,1
570,2024-06-21,JN.1,1,1
571,2024-06-22,JN.1,1,1
571,2024-06-22,JN.1,1,1
572,2024-06-23,JN.1,1,16
572,2024-06-23,JN.1,1,4
572,2024-06-23,JN.1,1,2
572,2024-06-23,JN.1,1,2
572,2024-06-23,JN.1,1,2
572,2024-06-23,JN.1,1,2
572,2024-06-23,JN.1,1,2
572,2024-06-23,JN.1,1,1
572,2024-06-23,JN.1,1,1
572,2024-06-23,JN.1,1,1
572,2024-06-23,JN.1,1,1
572,2024-06-23,JN.1,1,1
572,2024-06-23,JN.1,1,1
573,2024-06-24,JN.1,1,2
573,2024-06-24,JN.1,1,2
573,2024-06-24,JN.1,1,1
573,2024-06-24,JN.1,1,1
573,2024-06-24,JN.1,1,1
574,2024-06-25,JN.1,1,6
574,2024-06-25,JN.1,1,3
574,2024-06-25,JN.1,1,2
574,2024-06-25,JN.1,1,2
574,2024-06-25,JN.1,1,2
574,2024-06-25,JN.1,1,1
574,2024-06-25,JN.1,1,1
574,2024-06-25,JN.1,1,1
574,2024-06-25,JN.1,1,1
574,2024-06-25,JN.1,1,1
575,2024-06-26,JN.1,1,5
575,2024-06-26,JN.1,1,4
575,2024-06-26,JN.1,1,2
575,2024-06-26,JN.1,1,2
575,2024-06-26,JN.1,1,2
575,2024-06-26,JN.1,1,2
575,2024-06-26,JN.1,1,2
575,2024-06-26,JN.1,1,2
575,2024-06-26,JN.1,1,1
575,2024-06-26,JN.1,1,1
575,2024-06-26,JN.1,1,1
575,2024-06-26,JN.1,1,1
575,2024-06-26,JN.1,1,1
575,2024-06-26,JN.1,1,1
576,2024-06-27,JN.1,1,5
576,2024-06-27,JN.1,1,2
576,2024-06-27,JN.1,1,2
576,2024-06-27,JN.1,1,2
576,2024-06-27,JN.1,1,2
576,2024-06-27,JN.1,1,1
577,2024-06-28,JN.1,1,3
577,2024-06-28,JN.1,1,3
577,2024-06-28,JN.1,1,2
577,2024-06-28,JN.1,1,2
577,2024-06-28,JN.1,1,2
577,2024-06-28,JN.1,1,2
577,2024-06-28,JN.1,1,2
577,2024-06-28,JN.1,1,2
577,2024-06-28,JN.1,1,1
577,2024-06-28,JN.1,1,1
577,2024-06-28,JN.1,1,1
578,2024-06-29,JN.1,1,3
578,2024-06-29,JN.1,1,2
578,2024-06-29,JN.1,1,2
578,2024-06-29,JN.1,1,1
578,2024-06-29,JN.1,1,1
578,2024-06-29,JN.1,1,1
578,2024-06-29,JN.1,1,1
579,2024-06-30,JN.1,1,12
579,2024-06-30,JN.1,1,10
579,2024-06-30,JN.1,1,6
579,2024-06-30,JN.1,1,4
579,2024-06-30,JN.1,1,4
579,2024-06-30,JN.1,1,2
579,2024-06-30,JN.1,1,2
579,2024-06-30,JN.1,1,1
579,2024-06-30,JN.1,1,1
579,2024-06-30,JN.1,1,1
580,2024-07-01,JN.1,1,12
580,2024-07-01,JN.1,1,1
580,2024-07-01,JN.1,1,1
580,2024-07-01,JN.1,1,1
581,2024-07-02,JN.1,1,1
581,2024-07-02,JN.1,1,1
581,2024-07-02,JN.1,1,1
581,2024-07-02,JN.1,1,1
581,2024-07-02,JN.1,1,1
582,2024-07-03,JN.1,1,1
582,2024-07-03,JN.1,1,1
582,2024-07-03,JN.1,1,1
582,2024-07-03,JN.1,1,1
582,2024-07-03,JN.1,1,1
582,2024-07-03,JN.1,1,1
582,2024-07-03,JN.1,1,1
582,2024-07-03,JN.1,1,1
583,2024-07-04,JN.1,1,5
583,2024-07-04,JN.1,1,1
583,2024-07-04,JN.1,1,1
584,2024-07-05,JN.1,1,20
584,2024-07-05,JN.1,1,2
584,2024-07-05,JN.1,1,2
584,2024-07-05,JN.1,1,1
584,2024-07-05,JN.1,1,1
584,2024-07-05,JN.1,1,1
584,2024-07-05,JN.1,1,1
585,2024-07-06,JN.1,1,10
585,2024-07-06,JN.1,1,2
585,2024-07-06,JN.1,1,2
585,2024-07-06,JN.1,1,1
585,2024-07-06,JN.1,1,1
586,2024-07-07,JN.1,1,4
586,2024-07-07,JN.1,1,2
586,2024-07-07,JN.1,1,2
586,2024-07-07,JN.1,1,1
586,2024-07-07,JN.1,1,1
586,2024-07-07,JN.1,1,1
587,2024-07-08,JN.1,1,15
587,2024-07-08,JN.1,1,3
587,2024-07-08,JN.1,1,2
587,2024-07-08,JN.1,1,2
587,2024-07-08,JN.1,1,1
587,2024-07-08,JN.1,1,1
587,2024-07-08,JN.1,1,1
587,2024-07-08,JN.1,1,1
587,2024-07-08,JN.1,1,1
588,2024-07-09,JN.1,1,2
588,2024-07-09,JN.1,1,1
588,2024-07-09,JN.1,1,1
588,2024-07-09,JN.1,1,1
588,2024-07-09,JN.1,1,1
588,2024-07-09,JN.1,1,1
588,2024-07-09,JN.1,1,1
589,2024-07-10,JN.1,1,7
589,2024-07-10,JN.1,1,2
589,2024-07-10,JN.1,1,2
589,2024-07-10,JN.1,1,2
589,2024-07-10,JN.1,1,1
589,2024-07-10,JN.1,1,1
589,2024-07-10,JN.1,1,1
589,2024-07-10,JN.1,1,1
589,2024-07-10,JN.1,1,1
589,2024-07-10,JN.1,1,1
589,2024-07-10,JN.1,1,1
589,2024-07-10,JN.1,1,1
590,2024-07-11,JN.1,1,3
590,2024-07-11,JN.1,1,2
590,2024-07-11,JN.1,1,2
590,2024-07-11,JN.1,1,2
590,2024-07-11,JN.1,1,2
590,2024-07-11,JN.1,1,1
590,2024-07-11,JN.1,1,1
590,2024-07-11,JN.1,1,1
591,2024-07-12,JN.1,1,2
591,2024-07-12,JN.1,1,2
591,2024-07-12,JN.1,1,1
591,2024-07-12,JN.1,1,1
591,2024-07-12,JN.1,1,1
591,2024-07-12,JN.1,1,1
591,2024-07-12,JN.1,1,1
591,2024-07-12,JN.1,1,1
591,2024-07-12,JN.1,1,1
591,2024-07-12,JN.1,1,1
592,2024-07-13,JN.1,1,2
592,2024-07-13,JN.1,1,1
592,2024-07-13,JN.1,1,1
592,2024-07-13,JN.1,1,1
593,2024-07-14,JN.1,1,3
593,2024-07-14,JN.1,1,3
593,2024-07-14,JN.1,1,2
593,2024-07-14,JN.1,1,2
593,2024-07-14,JN.1,1,2
593,2024-07-14,JN.1,1,2
593,2024-07-14,JN.1,1,2
593,2024-07-14,JN.1,1,1
593,2024-07-14,JN.1,1,1
593,2024-07-14,JN.1,1,1
593,2024-07-14,JN.1,1,1
594,2024-07-15,JN.1,1,3
594,2024-07-15,JN.1,1,2
594,2024-07-15,JN.1,1,2
594,2024-07-15,JN.1,1,2
594,2024-07-15,JN.1,1,1
594,2024-07-15,JN.1,1,1
594,2024-07-15,JN.1,1,1
595,2024-07-16,JN.1,1,4
595,2024-07-16,JN.1,1,2
595,2024-07-16,JN.1,1,2
595,2024-07-16,JN.1,1,1
595,2024-07-16,JN.1,1,1
595,2024-07-16,JN.1,1,1
596,2024-07-17,JN.1,1,5
596,2024-07-17,JN.1,1,2
596,2024-07-17,JN.1,1,2
596,2024-07-17,JN.1,1,1
596,2024-07-17,JN.1,1,1
596,2024-07-17,JN.1,1,1
596,2024-07-17,JN.1,1,1
596,2024-07-17,JN.1,1,1
597,2024-07-18,JN.1,1,4
597,2024-07-18,JN.1,1,4
597,2024-07-18,JN.1,1,2
597,2024-07-18,JN.1,1,2
597,2024-07-18,JN.1,1,1
597,2024-07-18,JN.1,1,1
597,2024-07-18,JN.1,1,1
598,2024-07-19,JN.1,1,4
598,2024-07-19,JN.1,1,2
598,2024-07-19,JN.1,1,1
598,2024-07-19,JN.1,1,1
598,2024-07-19,JN.1,1,1
598,2024-07-19,JN.1,1,1
598,2024-07-19,JN.1,1,1
598,2024-07-19,JN.1,1,1
598,2024-07-19,JN.1,1,1
598,2024-07-19,JN.1,1,1
599,2024-07-20,JN.1,1,2
599,2024-07-20,JN.1,1,2
599,2024-07-20,JN.1,1,2
599,2024-07-20,JN.1,1,1
599,2024-07-20,JN.1,1,1
599,2024-07-20,JN.1,1,1
600,2024-07-21,JN.1,1,2
600,2024-07-21,JN.1,1,2
600,2024-07-21,JN.1,1,1
600,2024-07-21,JN.1,1,1
601,2024-07-22,JN.1,1,2
601,2024-07-22,JN.1,1,2
601,2024-07-22,JN.1,1,1
601,2024-07-22,JN.1,1,1
601,2024-07-22,JN.1,1,1
601,2024-07-22,JN.1,1,1
601,2024-07-22,JN.1,1,1
601,2024-07-22,JN.1,1,1
601,2024-07-22,JN.1,1,1
602,2024-07-23,JN.1,1,2
602,2024-07-23,JN.1,1,2
602,2024-07-23,JN.1,1,1
602,2024-07-23,JN.1,1,1
603,2024-07-24,JN.1,1,4
603,2024-07-24,JN.1,1,2
603,2024-07-24,JN.1,1,2
603,2024-07-24,JN.1,1,1
603,2024-07-24,JN.1,1,1
604,2024-07-25,JN.1,1,2
604,2024-07-25,JN.1,1,1
604,2024-07-25,JN.1,1,1
604,2024-07-25,JN.1,1,1
605,2024-07-26,JN.1,1,6
605,2024-07-26,JN.1,1,2
605,2024-07-26,JN.1,1,2
605,2024-07-26,JN.1,1,2
605,2024-07-26,JN.1,1,1
605,2024-07-26,JN.1,1,1
605,2024-07-26,JN.1,1,1
606,2024-07-27,JN.1,1,6
606,2024-07-27,JN.1,1,3
606,2024-07-27,JN.1,1,2
606,2024-07-27,JN.1,1,2
606,2024-07-27,JN.1,1,1
606,2024-07-27,JN.1,1,1
606,2024-07-27,JN.1,1,1
606,2024-07-27,JN.1,1,1
607,2024-07-28,JN.1,1,3
607,2024-07-28,JN.1,1,3
607,2024-07-28,JN.1,1,2
607,2024-07-28,JN.1,1,2
607,2024-07-28,JN.1,1,2
607,2024-07-28,JN.1,1,1
607,2024-07-28,JN.1,1,1
607,2024-07-28,JN.1,1,1
608,2024-07-29,JN.1,1,3
608,2024-07-29,JN.1,1,2
608,2024-07-29,JN.1,1,2
608,2024-07-29,JN.1,1,1
608,2024-07-29,JN.1,1,1
608,2024-07-29,JN.1,1,1
608,2024-07-29,JN.1,1,1
608,2024-07-29,JN.1,1,1
608,2024-07-29,JN.1,1,1
609,2024-07-30,JN.1,1,5
609,2024-07-30,JN.1,1,3
609,2024-07-30,JN.1,1,2
609,2024-07-30,JN.1,1,1
609,2024-07-30,JN.1,1,1
609,2024-07-30,JN.1,1,1
609,2024-07-30,JN.1,1,1
609,2024-07-30,JN.1,1,1
610,2024-07-31,JN.1,1,4
610,2024-07-31,JN.1,1,2
610,2024-07-31,JN.1,1,2
610,2024-07-31,JN.1,1,1
610,2024-07-31,JN.1,1,1
610,2024-07-31,JN.1,1,1
610,2024-07-31,JN.1,1,1
610,2024-07-31,JN.1,1,1
610,2024-07-31,JN.1,1,1
610,2024-07-31,JN.1,1,1
611,2024-08-01,JN.1,1,6
611,2024-08-01,JN.1,1,3
611,2024-08-01,JN.1,1,2
611,2024-08-01,JN.1,1,2
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
611,2024-08-01,JN.1,1,1
612,2024-08-02,JN.1,1,2
612,2024-08-02,JN.1,1,2
612,2024-08-02,JN.1,1,1
612,2024-08-02,JN.1,1,1
612,2024-08-02,JN.1,1,1
612,2024-08-02,JN.1,1,1
612,2024-08-02,JN.1,1,1
613,2024-08-03,JN.1,1,3
613,2024-08-03,JN.1,1,2
613,2024-08-03,JN.1,1,2
613,2024-08-03,JN.1,1,2
613,2024-08-03,JN.1,1,1
613,2024-08-03,JN.1,1,1
614,2024-08-04,JN.1,1,2
614,2024-08-04,JN.1,1,2
614,2024-08-04,JN.1,1,2
614,2024-08-04,JN.1,1,2
614,2024-08-04,JN.1,1,2
614,2024-08-04,JN.1,1,1
614,2024-08-04,JN.1,1,1
614,2024-08-04,JN.1,1,1
614,2024-08-04,JN.1,1,1
614,2024-08-04,JN.1,1,1
614,2024-08-04,JN.1,1,1
615,2024-08-05,JN.1,1,3
615,2024-08-05,JN.1,1,2
615,2024-08-05,JN.1,1,2
615,2024-08-05,JN.1,1,2
615,2024-08-05,JN.1,1,2
615,2024-08-05,JN.1,1,2
615,2024-08-05,JN.1,1,1
615,2024-08-05,JN.1,1,1
615,2024-08-05,JN.1,1,1
615,2024-08-05,JN.1,1,1
615,2024-08-05,JN.1,1,1
615,2024-08-05,JN.1,1,1
616,2024-08-06,JN.1,1,2
616,2024-08-06,JN.1,1,2
616,2024-08-06,JN.1,1,1
616,2024-08-06,JN.1,1,1
616,2024-08-06,JN.1,1,1
616,2024-08-06,JN.1,1,1
616,2024-08-06,JN.1,1,1
617,2024-08-07,JN.1,1,3
617,2024-08-07,JN.1,1,3
617,2024-08-07,JN.1,1,2
617,2024-08-07,JN.1,1,2
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
617,2024-08-07,JN.1,1,1
618,2024-08-08,JN.1,1,3
618,2024-08-08,JN.1,1,2
618,2024-08-08,JN.1,1,1
618,2024-08-08,JN.1,1,1
618,2024-08-08,JN.1,1,1
618,2024-08-08,JN.1,1,1
619,2024-08-09,JN.1,1,3
619,2024-08-09,JN.1,1,2
619,2024-08-09,JN.1,1,2
619,2024-08-09,JN.1,1,2
619,2024-08-09,JN.1,1,2
619,2024-08-09,JN.1,1,1
620,2024-08-10,JN.1,1,3
620,2024-08-10,JN.1,1,2
620,2024-08-10,JN.1,1,2
620,2024-08-10,JN.1,1,1
620,2024-08-10,JN.1,1,1
621,2024-08-11,JN.1,1,2
621,2024-08-11,JN.1,1,2
621,2024-08-11,JN.1,1,1
621,2024-08-11,JN.1,1,1
621,2024-08-11,JN.1,1,1
622,2024-08-12,JN.1,1,2
622,2024-08-12,JN.1,1,1
622,2024-08-12,JN.1,1,1
623,2024-08-13,JN.1,1,1
623,2024-08-13,JN.1,1,1
623,2024-08-13,JN.1,1,1
623,2024-08-13,JN.1,1,1
623,2024-08-13,JN.1,1,1
623,2024-08-13,JN.1,1,1
624,2024-08-14,JN.1,1,3
624,2024-08-14,JN.1,1,2
624,2024-08-14,JN.1,1,1
624,2024-08-14,JN.1,1,1
624,2024-08-14,JN.1,1,1
624,2024-08-14,JN.1,1,1
624,2024-08-14,JN.1,1,1
624,2024-08-14,JN.1,1,1
625,2024-08-15,JN.1,1,1
625,2024-08-15,JN.1,1,1
625,2024-08-15,JN.1,1,1
626,2024-08-16,JN.1,1,2
626,2024-08-16,JN.1,1,2
626,2024-08-16,JN.1,1,2
626,2024-08-16,JN.1,1,2
626,2024-08-16,JN.1,1,1
627,2024-08-17,JN.1,1,2
627,2024-08-17,JN.1,1,1
628,2024-08-18,JN.1,1,1
629,2024-08-19,JN.1,1,2
629,2024-08-19,JN.1,1,2
629,2024-08-19,JN.1,1,1
629,2024-08-19,JN.1,1,1
629,2024-08-19,JN.1,1,1
629,2024-08-19,JN.1,1,1
629,2024-08-19,JN.1,1,1
629,2024-08-19,JN.1,1,1
629,2024-08-19,JN.1,1,1
629,2024-08-19,JN.1,1,1
630,2024-08-20,JN.1,1,1
630,2024-08-20,JN.1,1,1
630,2024-08-20,JN.1,1,1
631,2024-08-21,JN.1,1,2
631,2024-08-21,JN.1,1,2
631,2024-08-21,JN.1,1,1
631,2024-08-21,JN.1,1,1
632,2024-08-22,JN.1,1,4
632,2024-08-22,JN.1,1,3
632,2024-08-22,JN.1,1,2
632,2024-08-22,JN.1,1,2
632,2024-08-22,JN.1,1,1
632,2024-08-22,JN.1,1,1
632,2024-08-22,JN.1,1,1
632,2024-08-22,JN.1,1,1
632,2024-08-22,JN.1,1,1
633,2024-08-23,JN.1,1,2
633,2024-08-23,JN.1,1,2
633,2024-08-23,JN.1,1,1
